lesson	category	filename	content
       
 
      つねに
      
 
 
 
       Definition:
       
      always
lesson13b	vocab	1325.htm	待ちに待った
       
 
      まちにまった
      
 
 
 
       Definition:
       
      waited and waited
lesson13b	vocab	1331.htm	柔道
       
 
      じゅうどう
      
 
 
 
       Definition:
       
      judo
lesson13b	vocab	1975.htm	古代ギリシャ
       
 
      こだいぎりしゃ
      
 
 
 
       Definition:
       
      the ancient Greek
lesson13b	vocab	2059.htm	復興する
       
 
      ふっこうする
      
 
 
 
       Definition:
       
      to revive; be revived; be restored
lesson13b	vocab	1550.htm	世界
       
 
      せかい
      
 
 
 
       Definition:
       
      the world
lesson13b	vocab	2058.htm	運ぶ
       
 
      はこぶ
      
 
 
 
       Definition:
       
      to carry; transport; convey
lesson13b	vocab	2064.htm	代々木
       
 
      よよぎ
      
 
 
 
       Definition:
       
      name of a place in Shibuya-ku, Tōkyō
lesson13b	vocab	1976.htm	水泳
       
 
      すいえい
      
 
 
 
       Definition:
       
      swimming
lesson13b	vocab	399.htm	ついに
       
 
 
 
 
       Definition:
       
      at last
lesson13b	vocab	1340.htm	体育館
       
 
      たいいくかん
      
 
 
 
       Definition:
       
      gymnasium
lesson13b	vocab	1793.htm	全く
       
 
      まったく
      
 
 
 
       Definition:
       
      exactly; completely
lesson13b	vocab	1977.htm	国際五輪委員会
       
 
      こくさいごりんいいんかい
      
 
 
 
       Definition:
       
      International Olympic Committee
lesson13b	vocab	2063.htm	各地
       
 
      かくち
      
 
 
 
       Definition:
       
      every place; various places
lesson13b	vocab	2117.htm	優勝する
       
 
      ゆうしょうする
      
 
 
 
       Definition:
       
      to win the victory
lesson13b	vocab	2116.htm	あきらめなくてはならない
       
 
 
 
 
 
       Definition:
       
      must give up
lesson13b	vocab	2062.htm	収める
       
 
      おさめる
      
 
 
 
       Definition:
       
      to win; gain
lesson13b	vocab	2074.htm	違う
       
 
      ちがう
      
 
 
 
       Definition:
       
      different; to vary
lesson13b	vocab	2060.htm	優勝する
       
 
      ゆうしょうする
      
 
 
 
       Definition:
       
      to win the victory / championship
lesson13b	vocab	1838.htm	焼く
       
 
      やく
      
 
 
 
       Definition:
       
      to burn
lesson13b	vocab	2115.htm	近代
       
 
      きんだい
      
 
 
 
       Definition:
       
      modern
lesson13b	vocab	2101.htm	各
       
 
      かく
      
 
 
 
       Definition:
       
      each
lesson13b	vocab	2061.htm	決定する
       
 
      けっていする
      
 
 
 
       Definition:
       
      to decide
lesson13b	vocab	981.htm	涙
       
 
      なみだ
      
 
 
 
       Definition:
       
      tears
lesson13b	vocab	1983.htm	成績
       
 
      せいせき
      
 
 
 
       Definition:
       
      a result; a record
lesson13b	vocab	1565.htm	現在
       
 
      げんざい
      
 
 
 
       Definition:
       
      the present time; at present
lesson13b	vocab	1766.htm	道
       
 
      みち
      
 
 
 
       Definition:
       
      the way
lesson13b	vocab	1982.htm	別れ
       
 
      わかれ
      
 
 
 
       Definition:
       
      farewell; parting
lesson13b	vocab	1980.htm	参加する
       
 
      さんかする
      
 
 
 
       Definition:
       
      to participate
lesson13b	vocab	1566.htm	残る
       
 
      のこる
      
 
 
 
       Definition:
       
      to remain
lesson13b	vocab	810.htm	代々
       
 
      だいだい
      
 
 
 
       Definition:
       
      generation after generation
lesson13b	vocab	1605.htm	特に
       
 
      とくに
      
 
 
 
       Definition:
       
      specially; particularly
lesson13b	vocab	51.htm	当時
       
 
      とうじ
      
 
 
 
       Definition:
       
      at the time
lesson13b	vocab	1215.htm	焼け野原
       
 
      やけのはら
      
 
 
 
       Definition:
       
      a burned field; burned ruins
lesson13b	vocab	1981.htm	流す
       
 
      ながす
      
 
 
 
       Definition:
       
      to shed
lesson13b	vocab	69.htm	金
       
 
      くがね
      
 
 
 
       Definition:
       
      gold (archaic)
lesson13b	vocab	2137.htm	ほどの
       
 
 
 
 
 
       Definition:
       
      to the extent of
lesson13b	vocab	1358.htm	東京
       
 
      とうきよう
      
 
 
 
       Definition:
       
      Tōkyō
lesson13b	vocab	1984.htm	種目
       
 
      しゅもく
      
 
 
 
       Definition:
       
      an event
lesson13b	vocab	1979.htm	優勝する
       
 
      ゆうしょうする
      
 
 
 
       Definition:
       
      to win
lesson13b	vocab	1561.htm	初めて
       
 
      はじめて
      
 
 
 
       Definition:
       
      for the first time; first
lesson13b	vocab	1978.htm	筆舌に尽くし難い
       
 
      ひつぜつにつくしがたい
      
 
 
 
       Definition:
       
      to be beyond description
lesson13b	vocab	1499.htm	戦争
       
 
      せんそう
      
 
 
 
       Definition:
       
      war
lesson13b	vocab	1328.htm	感激
       
 
      かんげき
      
 
 
 
       Definition:
       
      deep emotion
lesson13b	vocab	1314.htm	練習
       
 
      れんしゅう
      
 
 
 
       Definition:
       
      practice
lesson13b	vocab	1300.htm	アテネ
       
 
 
 
 
       Definition:
       
      Athens
lesson13b	vocab	1665.htm	物語
       
 
      ものがたり
      
 
 
 
       Definition:
       
      a tale; a story
lesson13b	vocab	1301.htm	はるばる
       
 
 
 
 
       Definition:
       
      to come all the way
lesson13b	vocab	1315.htm	欠かす
       
 
      かかす
      
 
 
 
       Definition:
       
      to miss; fail
lesson13b	vocab	1329.htm	筆舌に尽くし難い
       
 
      ひつぜつにつくしがたい
      
 
 
 
       Definition:
       
      beyond description
lesson13b	vocab	1711.htm	初め(の)
       
 
      はじめ(の)
      
 
 
 
       Definition:
       
      the beginning (first; early)
lesson13b	vocab	1303.htm	灯す
       
 
      ともす
      
 
 
 
       Definition:
       
      to burn; light; turn on
lesson13b	vocab	1317.htm	停止する
       
 
      ていしする
      
 
 
 
       Definition:
       
      to suspend
lesson13b	vocab	2178.htm	筆舌に尽くし難い
       
 
      ひつぜつにつくしがたい
      
 
 
 
       Definition:
       
      hard to describe in words or writing; beyond description
lesson13b	vocab	1316.htm	優勝する
       
 
      ゆうしょうする
      
 
 
 
       Definition:
       
      to win a victory
lesson13b	vocab	1302.htm	聖火
       
 
      せいか
      
 
 
 
       Definition:
       
      sacred flame
lesson13b	vocab	709.htm	非常に
       
 
      ひじょうに
      
 
 
 
       Definition:
       
      very; extremely
lesson13b	vocab	1299.htm	国立競技場
       
 
      こくりつきょうぎじょう
      
 
 
 
       Definition:
       
      national stadium
lesson13b	vocab	1306.htm	クーベルタン(1863-1937)
       
 
      ク−ベルタン
      
 
 
 
       Definition:
       
      a French educator; he organized International Olympic Committee in 1894 and became the president.
lesson13b	vocab	1312.htm	劣る
       
 
      おとる
      
 
 
 
       Definition:
       
      to be inferior
lesson13b	vocab	2141.htm	秋
       
 
      あき
      
 
 
 
       Definition:
       
      autumn; fall
lesson13b	vocab	1475.htm	戦後
       
 
      せんご
      
 
 
 
       Definition:
       
      after World War II
lesson13b	vocab	1313.htm	選手
       
 
      せんしゅ
      
 
 
 
       Definition:
       
      a player
lesson13b	vocab	1307.htm	主唱
       
 
      しゅしょう
      
 
 
 
       Definition:
       
      advocacy
lesson13b	vocab	1298.htm	描く
       
 
      えがく
      
 
 
 
       Definition:
       
      to draw; picture; sketch; depict
lesson13b	vocab	1311.htm	標準
       
 
      ひょうじゅん
      
 
 
 
       Definition:
       
      standard
lesson13b	vocab	1305.htm	祭礼行事
       
 
      さいれいぎょうじ
      
 
 
 
       Definition:
       
      festival ceremonies
lesson13b	vocab	1339.htm	印象的
       
 
      いんしょうてき
      
 
 
 
       Definition:
       
      impressive
lesson13b	vocab	1675.htm	比べる
       
 
      くらべる
      
 
 
 
       Definition:
       
      to compare
lesson13b	vocab	1106.htm	参加する
       
 
      さんかする
      
 
 
 
       Definition:
       
      to participate
lesson13b	vocab	2157.htm	勝つ
       
 
      かつ
      
 
 
 
       Definition:
       
      to win
lesson13b	vocab	1338.htm	閉会式
       
 
      へいかいしき
      
 
 
 
       Definition:
       
      closing ceremony
lesson13b	vocab	1304.htm	ゼウス神
       
 
      ゼウスしん
      
 
 
 
       Definition:
       
      the God Zeus
lesson13b	vocab	1310.htm	初出場
       
 
      はつしゅつじょう
      
 
 
 
       Definition:
       
      first time to participate
lesson13b	kanji	339.htm	音:
         
 
 
         訓:
         
 
 
        リン
         
        わ
        
 
 
 
 
       Definition:
       
 
      RING; WHEEL; TURN AROUND
lesson13b	kanji	311.htm	音:
         
 
 
         訓:
         
 
 
        ショウ
         
        とな（える）
        
 
 
 
 
       Definition:
       
 
      SING; CHANT
lesson13b	kanji	302.htm	音:
         
 
 
         訓:
         
 
 
        イ
        
 
 
 
 
       Definition:
       
 
      ENTRUST TO; LEAVE TO
lesson13b	kanji	348.htm	音:
         
 
 
         訓:
         
 
 
        カン
         
        くだ
        
 
 
 
 
       Definition:
       
 
      PIPE; SUPERVISE
lesson13b	kanji	344.htm	音:
         
 
 
         訓:
         
 
 
        エイ
         
        およ（ぐ）
        
 
 
 
 
       Definition:
       
 
      SWIM
lesson13b	kanji	350.htm	音:
         
 
 
         訓:
         
 
 
        ゼツ
         
        した
        
 
 
 
 
       Definition:
       
 
      TONGUE; WORDS
lesson13b	kanji	386.htm	音:
         
 
 
         訓:
         
 
 
        セキ
         
 
 
 
 
 
       Definition:
       
 
      WORK; SPIN
lesson13b	kanji	351.htm	音:
         
 
 
         訓:
         
 
 
        ケイ
         
        かる（い）・かろ（やか）
        
 
 
 
 
       Definition:
       
 
      LIGHT (WEIGHT)
lesson13b	kanji	345.htm	音:
         
 
 
         訓:
         
 
 
        テイ
        
 
 
 
 
       Definition:
       
 
      STOP
lesson13b	kanji	353.htm	音:
         
 
 
         訓:
         
 
 
        ソウ
         
        あやつ（る）・みさお
        
 
 
 
 
       Definition:
       
 
      MANIPULATE; OPERATE; CHASTITY; FIDELITY
lesson13b	kanji	347.htm	音:
         
 
 
         訓:
         
 
 
        ニク
        
 
 
 
 
       Definition:
       
 
      MEAT
lesson13b	kanji	346.htm	音:
         
 
 
         訓:
         
 
 
        ヒ
         
        かわ
        
 
 
 
 
       Definition:
       
 
      SKIN; LEATHER
lesson13b	kanji	352.htm	音:
         
 
 
         訓:
         
 
 
        リョウ
         
        はか（る）
        
 
 
 
 
       Definition:
       
 
      MEASURE; QUANTITY
lesson13b	kanji	356.htm	音:
         
 
 
         訓:
         
 
 
        カン
        
 
 
 
 
       Definition:
       
 
      MANSION; LARGE BUILDING; HALL
lesson13b	kanji	342.htm	音:
         
 
 
         訓:
         
 
 
        レン
         
        ね（る）
        
 
 
 
 
       Definition:
       
 
      TRAINING; KNEAD
lesson13b	kanji	343.htm	音:
         
 
 
         訓:
         
 
 
        ケツ
         
        か（ける）・か（く）
        
 
 
 
 
       Definition:
       
 
      LACK; FAULT
lesson13b	kanji	341.htm	音:
         
 
 
         訓:
         
 
 
        ヒョウ
        
 
 
 
 
       Definition:
       
 
      SIGN; MARK
lesson13b	kanji	355.htm	音:
         
 
 
         訓:
         
 
 
        ショウ
        
 
 
 
 
       Definition:
       
 
      REWARD; PRIZE; PRAISE
lesson13b	kanji	326.htm	音:
         
 
 
         訓:
         
 
 
        フク
        
 
 
 
 
       Definition:
       
 
      RETURN; RESTORE
lesson13b	kanji	321.htm	音:
         
 
 
         訓:
         
 
 
        ショウ・ゾウ
        
 
 
 
 
       Definition:
       
 
      FIGURE; FORM; ELEPHANT
lesson13b	culture	63.htm	function openwin()  {    window.open ('63a.htm','shotoku','width=385 ,height=295, toolbar=no, resizeable=no, scrollbars=yes, menubar=yes')   }
   
 
 
 
 
 
       東京オリンピック
lesson13b	culture	63a.htm	
lesson10	grammar	28.htm	何とも言えない:
        
       can't be described (expressed)
       
 
 
 
 
       Explanation:
       
      This phrase is used to modify another noun to express an extreme or indescribable state or condition.
       
 
      例1. 何とも言えないほどうれしかった。
       
      I can’t express how happy I was.
       
 
      例2. 何とも言えない忙しい毎日である。
       
      I can’t tell you how busy I’ve been.
lesson10	grammar	61.htm	X にあこがれる:
        
       yearn for; long for
       
 
 
 
 
       Explanation:
       
      The object of あこがれる is usually marked with に.
       
 
      例. 映画俳優になどあこがれてはならない。
       
      You mustn't yearn for people like movie stars.
lesson10	grammar	62.htm	X に恵まれる:
        
       be blessed with X
       
 
 
 
 
       Explanation:
       
      What you are blessed with is marked with に.
       
 
      例1. 斎藤さんは子供に恵まれなかった。
       
      Saito-san wasn't blessed with any children.
       
 
      例2. 彼は良い友達に恵まれている。
       
      He is blessed with good friends.
lesson10	translation	339.htm	Early summer rains: fronted by a large river a pair of dwellings.
lesson10	translation	338.htm	The ocean in spring leisurely undulating from morning till night.
lesson10	translation	328.htm	In his own words, which express his attitude toward his art, Bashō said, "Let your thoughts intermingle with the mountains and rivers, cast your body into the wind and the moon; the heart, the verse, and what you see must become one."
lesson10	translation	329.htm	He was attracted to travel as a means to further enrich his sensitivity to nature, and he loved his journeys; as he traveled he collected his impressions into travel diaries which centered around haiku.
lesson10	translation	349.htm	Baby sparrow move aside there, make way there the grand horse passes.
lesson10	translation	344.htm	Lacking a family life as he did, Issa skillfully revealed through         his poems the sorrows of the common people and his empathy toward the         weak.
lesson10	translation	350.htm	Scrawny frog do not give in: Issa is here.
lesson10	translation	351.htm	Expressing thus in plain language common everyday emotions and lives,  Issa's haiku close in on the heart of the reader with an inexpressible cry.
lesson10	translation	345.htm	Come, play with me, orphan sparrow.
lesson10	translation	353.htm	On the foundation of such Edo Period poets as the above, the reform movement leading to modern haiku occurred, and a unique Japanese artistic form became renowned worldwide.
lesson10	translation	347.htm	I saw my home town in my first dream of the year; and then there were tears.
lesson10	translation	346.htm	On their way back home a family of wild geese: two parents, one child.
lesson10	translation	352.htm	And so it was that haiku became popular among the general public.
lesson10	translation	342.htm	Issa was born a son of a farmer in Shinano (modern Nagano Prefecture); his mother died when he was three, after which he was raised by his grandmother.
lesson10	translation	343.htm	After his grandmother died, his father remarried, and since he did not get along well with his stepmother,  at the age of fifteen he began an apprenticeship in Edo where he experienced many hardships.
lesson10	translation	341.htm	A poet with a very different taste from Bashō and Buson is Kobayashi Issa.
lesson10	translation	340.htm	These are very realistic verses--like looking directly at a painting.
lesson10	translation	327.htm	"An old pond: the sound of a frog jumping in." This haiku is a famous verse that clearly reveals Bashō in the quietude of nature.
lesson10	translation	333.htm	Gathering spring rains very swiftly it flows: Mogami River. (At Dewa)
lesson10	translation	332.htm	Serenity: the voice of the cicada penetrates the rocks. (At Ryūshakuji)
lesson10	translation	326.htm	Bashō studied the style known at the time as the "Danrin School," which was characterized by a humorous composition style, but dissatisfied, he created his own genre by incorporating a more serious sense of nature into his poetry.
lesson10	translation	330.htm	A representative of his travel diaries is "Oku no hosomichi," which sings of the historical sites and the grandness of nature he observed as he traveled through Ōshū; (modern Tōhoku area) into the Hokuriku Districts.
lesson10	translation	324.htm	Haiku came about by making the first verse (hokku) independent from the remaining verses of haikai linked verse; it came to be called haiku only after the Meiji era following the poetic reform movement of Masaoka Shiki.
lesson10	translation	325.htm	It had, however, already seen its heyday in the Edo Period, when it came to occupy an important position in the field of Japanese literature through the efforts of such poets as Matsuo Bashō, Yosa Buson, and Kobayashi Issa.
lesson10	translation	331.htm	Summer grasses: nothing else is left behind of warrior dreams. (At Hiraizumi)
lesson10	translation	335.htm	It is impossible to fully understand Bashō's verses without visiting these famous places firsthand and learning of their historical background.
lesson10	translation	334.htm	Turbulent sea: the Milky Way lies down on Sado Island. (At Echigo)
lesson10	translation	336.htm	Yosa Buson appeared about 80 years after Bashō's death. Buson         was also famous as a painter and wrote haiku that seem to paint a picture:
lesson10	translation	337.htm	Rape blossoms: and there to the east the moon to the west the sun.
lesson10	translation	323.htm	Lately it has become popular to compose haiku in English at American middle schools and high schools.
lesson10	vocab	1916.htm	発句
       
 
      ほっく
      
 
 
 
       Definition:
       
      the first line of renga; a Japanese seventeen-syllable poem
lesson10	vocab	1725.htm	第
       
 
      だい
      
 
 
 
       Definition:
       
      order
lesson10	vocab	931.htm	兵共
       
 
      つわものども
      
 
 
 
       Definition:
       
      soldiers; warriors
lesson10	vocab	919.htm	眼前
       
 
      がんぜん
      
 
 
 
       Definition:
       
      before one's eyes
lesson10	vocab	39.htm	定める
       
 
      さだめる
      
 
 
 
       Definition:
       
      to establish; lay down
lesson10	vocab	475.htm	理
       
 
      ことわり
      
 
 
 
       Definition:
       
      truth
lesson10	vocab	918.htm	べし
       
 
 
 
 
       Definition:
       
      should (archaic)
lesson10	vocab	924.htm	その度に
       
 
      そのたびに
      
 
 
 
       Definition:
       
      every time; whenever
lesson10	vocab	930.htm	壮観な
       
 
      そうかんな
      
 
 
 
       Definition:
       
      magnificent; spectacular
lesson10	vocab	1718.htm	起こる
       
 
      おこる
      
 
 
 
       Definition:
       
      to happen; occur
lesson10	vocab	1915.htm	自然
       
 
      しぜん
      
 
 
 
       Definition:
       
      nature
lesson10	vocab	1929.htm	北陸地方
       
 
      ほくりくちほう
      
 
 
 
       Definition:
       
      It refers to the following four prefectures: Toyama, Ishikawa, Niigata, and Fukui.
lesson10	vocab	926.htm	紀行文
       
 
      きこうぶん
      
 
 
 
       Definition:
       
      travel notes; a book of travels
lesson10	vocab	932.htm	跡
       
 
      あと
      
 
 
 
       Definition:
       
      traces; vestiges; ruins
lesson10	vocab	2039.htm	高校
       
 
      こうこう
      
 
 
 
       Definition:
       
      a high school
lesson10	vocab	1653.htm	池
       
 
      いけ
      
 
 
 
       Definition:
       
      a pond
lesson10	vocab	2164.htm	不可能
       
 
      ふかのう
      
 
 
 
       Definition:
       
      impossibility
lesson10	vocab	2038.htm	中学
       
 
      ちゅうがく
      
 
 
 
       Definition:
       
      a junior high school; a middle school
lesson10	vocab	933.htm	平泉
       
 
      ひらいずみ
      
 
 
 
       Definition:
       
      place name: the place where Bashō wrote this haiku
lesson10	vocab	927.htm	奥の細道
       
 
      おくのほそみち
      
 
 
 
       Definition:
       
      "The Narrow Road to the Deep North"
lesson10	vocab	1900.htm	江戸
       
 
      えど
      
 
 
 
       Definition:
       
      a city name; renamed Tōkyō in September 1868
lesson10	vocab	1914.htm	満足
       
 
      まんぞく
      
 
 
 
       Definition:
       
      satisfaction; contentment
lesson10	vocab	1910.htm	与謝蕪村(1716-1783)
       
 
      よさぶそん
      
 
 
 
       Definition:
       
      a poet in the middle Edo period
lesson10	vocab	923.htm	豊かな
       
 
      ゆたかな
      
 
 
 
       Definition:
       
      abundant; plentiful
lesson10	vocab	937.htm	立石寺
       
 
      りゅうしゃくじ
      
 
 
 
       Definition:
       
      name of a temple
lesson10	vocab	466.htm	夢
       
 
      ゆめ
      
 
 
 
       Definition:
       
      a dream
lesson10	vocab	1131.htm	土台
       
 
      どだい
      
 
 
 
       Definition:
       
      the basis; the foundation
lesson10	vocab	2161.htm	自然感
       
 
      しぜんかん
      
 
 
 
       Definition:
       
      a feeling of naturalness
lesson10	vocab	936.htm	蝉
       
 
      せみ
      
 
 
 
       Definition:
       
      a cicada; a locust
lesson10	vocab	922.htm	感覚
       
 
      かんかく
      
 
 
 
       Definition:
       
      sense; feeling
lesson10	vocab	2001.htm	何とも〜ない
       
 
      なんとも〜ない
      
 
 
 
       Definition:
       
      not ‾ at all
lesson10	vocab	1520.htm	歴史
       
 
      れきし
      
 
 
 
       Definition:
       
      history
lesson10	vocab	249.htm	趣
       
 
      おもむき
      
 
 
 
       Definition:
       
      taste; effect; tone
lesson10	vocab	1911.htm	小林一茶(1763-1827)
       
 
      こばやしいっさ
      
 
 
 
       Definition:
       
      a poet in the later Edo period
lesson10	vocab	1913.htm	特徴
       
 
      とくちょう
      
 
 
 
       Definition:
       
      a special feature; a characteristic; a peculiarity
lesson10	vocab	1720.htm	違う
       
 
      ちがう
      
 
 
 
       Definition:
       
      different
lesson10	vocab	908.htm	革新運動
       
 
      かくしんうんどう
      
 
 
 
       Definition:
       
      reform movement
lesson10	vocab	934.htm	閑さ
       
 
      しずかさ
      
 
 
 
       Definition:
       
      calmness; quietness
lesson10	vocab	920.htm	芸術
       
 
      げいじゅつ
      
 
 
 
       Definition:
       
      art
lesson10	vocab	2163.htm	夏草
       
 
      なつくさ
      
 
 
 
       Definition:
       
      summer grasses
lesson10	vocab	1683.htm	絵
       
 
      え
      
 
 
 
       Definition:
       
      a picture; a drawing
lesson10	vocab	2162.htm	常に
       
 
      つねに
      
 
 
 
       Definition:
       
      always
lesson10	vocab	1457.htm	文学
       
 
      ぶんがく
      
 
 
 
       Definition:
       
      literature
lesson10	vocab	921.htm	態度
       
 
      たいど
      
 
 
 
       Definition:
       
      attitude; manner
lesson10	vocab	935.htm	しみ入る
       
 
      しみいる
      
 
 
 
       Definition:
       
      to permeate; soak into
lesson10	vocab	909.htm	全盛期
       
 
      ぜんせいき
      
 
 
 
       Definition:
       
      the golden days
lesson10	vocab	1912.htm	重要
       
 
      じゅうよう
      
 
 
 
       Definition:
       
      important
lesson10	vocab	1906.htm	以後
       
 
      いご
      
 
 
 
       Definition:
       
      after
lesson10	vocab	1746.htm	時代
       
 
      じだい
      
 
 
 
       Definition:
       
      time; period; era; epoch
lesson10	vocab	991.htm	迫る
       
 
      せまる
      
 
 
 
       Definition:
       
      to push; press for
lesson10	vocab	952.htm	菜の花
       
 
      なのはな
      
 
 
 
       Definition:
       
      Rape blossom (a bright yellow flower that produces seeds from which Canola oil is made).  The bright yellow flowers against the vivid green leaves of the plant makes the entire field really stand out even from a distance.
lesson10	vocab	946.htm	名所
       
 
      めいしょ
      
 
 
 
       Definition:
       
      a place of interest; famous places
lesson10	vocab	1550.htm	世界
       
 
      せかい
      
 
 
 
       Definition:
       
      the world
lesson10	vocab	1418.htm	迎える
       
 
      むかえる
      
 
 
 
       Definition:
       
      to see; reach
lesson10	vocab	1357.htm	最近
       
 
      さいきん
      
 
 
 
       Definition:
       
      recently
lesson10	vocab	2058.htm	運ぶ
       
 
      はこぶ
      
 
 
 
       Definition:
       
      to carry; transport; convey
lesson10	vocab	953.htm	のたりのたり
       
 
 
 
 
       Definition:
       
      to surge; swell; roll; undulate (archaic)
lesson10	vocab	990.htm	叫び
       
 
      さけび
      
 
 
 
       Definition:
       
